Arun-down1,,,
,,"[0.888088,0.357031]",
,17e4907fe60eb1a5983e0a972a9c5dea,,
,,"[0.983328,0.386078]",
,ce761c447c8d1ebcd464c2e853fbe6fe,,
,,"[0.945975,0.479075]",
,a1ded01857dd648b7f9d740052c9fbd2,,
,,"[1.092100,0.381755]",
,21dd27c5bd136f33ff66e45e92cad7b4,,
,,"[1.091912,0.443259]",
,500ef2372b4fb59f82d043373765c244,,
,,"[1.177594,0.464517]",
,1d386ed85cb92f67ac703bc224f7a7ee,,
,,"[0.978323,0.402535]",
,c458940dd4940b0aaf9965d8f462f7fc,,
,,"[0.924389,0.440854]",
,018c336c72be899f7eaece41b15c7a40,,
,,"[0.895983,0.447844]",
,6317dbad5d8411a68f476cd44b41ad58,,
,,"[1.080623,0.458962]",
,86c511c1901b2ec220f6844c29cedeb7,,
,,"[1.052605,0.422317]",
,cb9bc7e488a25cf62e180590a529850e,,
,,"[0.994485,0.477122]",
,f40f2fe0bb3372ef3db4dcaa82456ce1,,
,,"[1.057005,0.464366]",
,d08aecdfd5b0e2ffb967e8999e5f6315,,
,,"[1.077277,0.674994]",
,c521f4e3f22029fb81372c2930023ea4,,
Arun-left1,,,
,,"[0.678407,0.644072]",
,3653b62ef2f03f7656d14b75b8938a78,,
,,"[0.534102,0.667508]",
,b25cf6ae7c19804e7e210bb6844e07dd,,
,,"[0.573560,0.708235]",
,8984fa4da95115714598b4ebf4b3bd37,,
,,"[0.461278,0.736776]",
,73af52947c590bb04e009919adaa4c6a,,
,,"[0.401195,0.750583]",
,8e3b38a7457cad950d895e21e00e8d08,,
,,"[0.433145,0.638374]",
,21a762e3cae87465e364a33fc1fbb84e,,
,,"[0.661335,0.646662]",
,9a1dbdaf73a51d3c6a70635e3039065a,,
,,"[0.533062,0.666229]",
,29d7d770706755124c168be09b5c1689,,
,,"[0.536789,0.728109]",
,bc4fe949dd4213cc68f86ed369ae73a4,,
,,"[0.627591,0.670754]",
,0b27355a22ef1b0aeac2f46c730002d3,,
,,"[0.949609,0.625988]",
,493eb46a0b672a24478ee5506bc39152,,
Arun-right1,,,
,,"[1.891716,0.752339]",
,f1d33892d77bcf3b63270884dcc809a8,,
,,"[1.983452,0.663909]",
,8b51cb5ee875bdf41bf0481ad2db27f1,,
,,"[1.823419,0.746367]",
,186497149a14b61b417b97837e168754,,
,,"[1.317150,0.724915]",
,2f582f9b4fb04c996aff2fc813e0801a,,
,,"[1.462081,0.676903]",
,ce355d02a996d5bca9837eccae3b7b76,,
,,"[1.698977,0.764276]",
,79de9ceae8c4e015a57291365fac7efc,,
,,"[1.877015,0.695378]",
,019ce1d640221486078436af809b6867,,
,,"[1.741959,0.696525]",
,ab3e089c3fe8a3449f9cd09bc73b44ef,,
,,"[1.441243,0.643583]",
,b81476036f562df4a2bfc4e3deb1e03a,,
,,"[0.955676,0.675641]",
,885cd44ecaa7be17b65d6c4dec980a72,,
Arun-straight1,,,
,,"[0.973893,0.684795]",
,a7ccbe0c48d18a8bed0177c241c3413f,,
,,"[0.991826,0.566474]",
,8ebe892de29b3079152d4b77ef436119,,
,,"[0.948397,0.595125]",
,f0314d7d2c63034d1496f2b9854756c2,,
,,"[1.062572,0.705663]",
,2c77fd175a021f2fb435050fb03d4593,,
,,"[0.945994,0.665334]",
,f81f5698b866c4244f067b1459941d11,,
,,"[0.968517,0.565216]",
,f339fa75f8058a73edbd6aa2dd05e377,,
,,"[0.853950,0.622046]",
,10db63d2f14851373f370f1c92198131,,
,,"[0.931015,0.594996]",
,61dbf4f53f6d1c1d2acc7532c7cb942e,,
,,"[0.923143,0.617118]",
,87345e2b7d084bd5e105525477c7cde0,,
,,"[1.007742,0.674988]",
,1bb9eafc5d5c40a23858cd7c43e8651b,,
Arun-up1,,,
,,"[1.080108,1.021303]",
,42ca41a85c9547dc1bc20973718c4795,,
,,"[0.952529,0.873645]",
,8cc48985eb20471a9da5ef317a3660d9,,
,,"[0.988600,0.826210]",
,5bd389e3071964d5a8ea18ba47241569,,
,,"[1.044978,0.942999]",
,554e192b0f9b12fa73b02e4efe473606,,
,,"[1.002272,0.905140]",
,f6a92c85bab97d9b47494480966d18d5,,
,,"[0.976328,0.917030]",
,9891ba223023363812cbca1f7a641276,,
,,"[0.943585,0.859383]",
,1b5abacd2606c9ad123136755456a4b0,,
,,"[1.040815,0.836978]",
,c93b44a24d64821fe368c043d8ec44ad,,
,,"[1.072775,1.118514]",
,21444e338c307da7dd6fe6f544c76039,,
,,"[1.003416,0.942839]",
,d5524db936d4f62d99254a954d86b313,,
,,"[1.080075,1.141692]",
,d76f465d7c0d3b11c67170ad1c33cf8b,,
,,"[1.050262,0.958271]",
,41321fa0c05a89bb46d7dbdd4846b499,,
,,"[1.086310,0.621731]",
,a4dca12e77b8215cfacdb10bd7bbf97d,,
Dinesh_down,,,
,,"[0.823890,0.821762]",
,ec8c6fe0ba3dcc58e010177ea66a1e8a,,
,,"[1.021821,0.875628]",
,9b8a68f153ab82214c8e0f4a86ced633,,
,,"[0.795084,0.737976]",
,d022b0ea82691c0c75262c15620ad6c9,,
,,"[0.919881,0.670060]",
,9173cedbd67d9727a270719b865cc65c,,
,,"[0.940464,0.940691]",
,75afee5a6bd67dc5e8703a9a753790c8,,
,,"[0.863568,0.908670]",
,8797e81e7313b5070b13938c93ff3d16,,
,,"[0.920190,0.910889]",
,654c35a64c7edc3dc8e34eb1065fd516,,
,,"[0.894905,0.813635]",
,50d697e2dc7b4ed4fb965f5f7787c3ca,,
,,"[0.865632,0.909086]",
,777fbd311a190bcd8977ab77fcda5cd8,,
,,"[0.883275,0.914125]",
,b82f9608418982d369992c5f8c05e05c,,
,,"[0.766743,0.847586]",
,ad1564a306d2df13a2f92c70061b72fa,,
Dinesh_left,,,
,,"[0.676523,0.648150]",
,6838628720ce9182f8fcc06e0995aa8b,,
,,"[0.587940,0.664102]",
,0f874cfe982aa397dca9ab70a67654fb,,
,,"[0.486130,0.759011]",
,c4a19f1476cf57744aecaf5272182f9b,,
,,"[0.445017,0.673621]",
,a3b2885c670f1483610f3985bb501376,,
,,"[0.568559,0.747333]",
,908f63f27fdf30d5453bbdc4890992c6,,
,,"[0.529281,0.698004]",
,b05a97f25efcb6a5c151c72ba766b1f7,,
,,"[0.597824,0.664233]",
,93fd21b0cfcdcdeb9db3317ba722b93e,,
,,"[0.489227,0.701785]",
,7786880bb7953c9e920fc3df7bca60a4,,
,,"[0.727610,0.650898]",
,908bd955a9f53e811568a621a6e328eb,,
,,"[0.431853,0.727005]",
,c02a03e08decbe4dbcde6ad79261e5b0,,
,,"[0.564931,0.683226]",
,495b45d7133a13f6770bd51630b97854,,
,,"[0.582762,0.679642]",
,0401e734fd74761b7b7a9e34e78ee692,,
,,"[0.520895,0.655087]",
,82fcd90dcc04a6e031ad3a03c81e03de,,
,,"[0.555764,0.733629]",
,631fdca8f5f701acd5000bebecb56e70,,
,,"[0.513217,0.692928]",
,45d191aed486410af4cfacc0f384971b,,
,,"[0.488381,0.747803]",
,75dedb5dc1e557daef5d00a3d8bdf36f,,
,,"[0.463631,0.746857]",
,369a37dc622d163f3f2c9487f370db1e,,
,,"[0.600056,0.694419]",
,ea8543b7ddbd3a54eec9b0abf962fa09,,
,,"[0.327073,0.705311]",
,d186acfe3553854ba38cdd9712a7d610,,
,,"[0.495692,0.695128]",
,879ff696ddca3aed7e119c15a0c1a620,,
,,"[0.393542,0.688627]",
,f26f8cf96b940021101aeb42767c42e2,,
,,"[0.537801,0.682709]",
,d3c458007dbe31e1846f6101853e27aa,,
,,"[0.532252,0.755561]",
,8740bf2a37c189888f8075212d18fa3d,,
,,"[0.592243,0.686713]",
,218a16fde034cee3e835930df13abe6f,,
,,"[0.440177,0.707148]",
,4032b21e8c4c42b22066f4dd3d787db1,,
,,"[0.423717,0.714349]",
,b9fec74af97f765f111e8f90cd994d71,,
Dinesh_right,,,
,,"[1.598172,0.672500]",
,9ed9612da6c762948ea86b1297dc066d,,
,,"[1.268122,0.692542]",
,19d876c53124fc15a0ba422840c210a4,,
,,"[1.738646,0.712346]",
,0af0e8445231d7142e4cb5c071a881b7,,
,,"[1.548319,0.656876]",
,b641f28e71997a91269a7daaf25a7ca2,,
,,"[0.434776,0.719877]",
,e3fe1fa09fce3464ec5af64e158cacf0,,
,,"[1.355826,0.670295]",
,bc8f954923a8b4a4422f8a6713540b7c,,
,,"[1.898881,0.676013]",
,06810c4c4bae7dfc22eea0ddba161ae0,,
,,"[1.661701,0.722573]",
,32694f28045e56a2efadccd63cb3c37c,,
,,"[1.666674,0.670713]",
,2380ab200ff2452ffa6cb884f3089012,,
,,"[1.631485,0.635396]",
,d8bb5da351cc295db424f57336724b69,,
,,"[1.316028,0.645900]",
,eb8dede80c746fdb0aa3383dc0b45bc9,,
,,"[1.802463,0.668369]",
,b784bd3cd5bfdef2f31341f143fcfe2d,,
,,"[1.122359,0.665981]",
,f8348d85da2ada0cc1e0022ecbeebe87,,
,,"[1.487639,0.800851]",
,c438eb781d3ce9a9170b0222274712d3,,
,,"[0.897644,0.664491]",
,fe39bf63554603a7c09a21b9e97dc84a,,
,,"[1.312941,0.659812]",
,041a7b5af781ea1c38af59dddd27add7,,
,,"[1.442524,0.667754]",
,ab8d95cd630730d9d5e18d1341ee7e38,,
,,"[1.578875,0.784946]",
,bd1c02bb5b7f597a276be6ecdbb0e42c,,
,,"[2.159045,0.715856]",
,5696b47488236d7d2d98c30f515e23b2,,
Dinesh_straight,,,
,,"[0.933292,0.704308]",
,668f9955f697264112d6d8b8ead32bbc,,
,,"[0.875865,0.653307]",
,fe2af3427e981e7f991bd5ef38bc4e9f,,
,,"[0.924696,0.649846]",
,0c5924cb411f957b9ed70889e8f14b82,,
,,"[0.885647,0.643694]",
,522f6bbbe4b8df66ae5b576cf78a383a,,
,,"[0.841626,0.709717]",
,cec82d6feda4aaeadf3ffcac80541c92,,
,,"[0.890638,0.680968]",
,022d28a705408d008fc29e663e96bd9e,,
,,"[0.874940,0.692461]",
,5a446a0b5969f62f889438795aa55954,,
,,"[0.926819,0.708661]",
,85ea0bf68ac0a2c4627302b8605e4efa,,
,,"[0.909047,0.650435]",
,0a1fbc987ae9d2a68ff1c9378b3d235e,,
,,"[0.922699,0.666730]",
,84d26813e4839f7043e7561c7dd36c0c,,
,,"[0.859108,0.681322]",
,fe7101eb578894247b75dfaea2f0bf15,,
,,"[0.974768,0.694556]",
,de965710b1556271647251834b976aea,,
,,"[0.817133,0.730535]",
,86aa7001ac6c73cfd49ea391099c51bf,,
,,"[0.897473,0.695565]",
,687e0d726bacd919008e2b1d3e336729,,
,,"[0.897346,0.624285]",
,ce82b069dbd8f1064f6c890db7093edb,,
Dinesh_up,,,
,,"[1.021457,0.838906]",
,a5e81e70c00649b854eb5834afb7e635,,
,,"[0.860504,0.940980]",
,f4f31cecbd41e4a1b31c4c815386abe1,,
,,"[1.009132,0.887960]",
,ea8681ddc6650af48eeef481e5df67e9,,
,,"[0.937145,0.564206]",
,1fc841215658fa42f39d7a19384bb109,,
,,"[0.983398,0.720469]",
,4e05b4dddcbbd5def48e23aa1233438f,,
,,"[0.980281,0.757010]",
,9912e65dc865e25e6b89dd0263ff730d,,
,,"[0.919545,0.667421]",
,948e25f35a8aed42fafc9bb5f523743d,,
,,"[0.976046,0.626284]",
,83eb7e925d1bb98b5bc02b3778a6634e,,
,,"[0.934254,0.694419]",
,2f4b33d5fbbbab9ac85ddae4064fe186,,
,,"[0.950991,0.687098]",
,041b182e1ffe45d0b71cebedb66126af,,
,,"[0.951934,0.694903]",
,1f886cbedb3ae0540440c788014db262,,
,,"[0.953124,0.758048]",
,691df66726f298365e65fad5392b4037,,
,,"[0.931359,0.573035]",
,edbb902abce60aca6dce5e5fab18125f,,
,,"[1.015897,0.792342]",
,a3be8ff5cfe3b396b16d503d74eaf903,,
,,"[0.931771,0.861496]",
,c8e9825efbac9542153cdd135614b05f,,
,,"[1.024471,0.826470]",
,c1232843c41d031bb237540b20b90b1f,,
,,"[0.960128,0.728785]",
,864538616f19b966aefcf3b30712dde7,,
,,"[0.920034,0.577661]",
,99ba0912583121e2de951cab0f55ff31,,
,,"[1.086302,0.734742]",
,4e4a8c0dc4f00fb7ec6b3131cf7caa93,,
Sankethdown,,,
,,"[0.895778,0.619312]",
,ac9aa91d27fedcfdd9fb5d0f95a62656,,
,,"[0.877948,0.653744]",
,b92e6c425a04568f62dd4d2be8c4952a,,
,,"[1.090270,0.615924]",
,92f04bdd75da2cc2a9d062d1c859ea9e,,
,,"[0.806319,0.679445]",
,6701bd6be233f534a76a3e57dccc1b5f,,
,,"[0.904169,0.585905]",
,a9dac289eec25b86f114b4f1d810f99b,,
,,"[0.985241,0.554899]",
,1a7509717f29ec31ac7463042775ee3f,,
,,"[0.911542,0.585819]",
,6c49885338a9e26ba26b08279555aa65,,
,,"[0.986767,0.628025]",
,200b8124787d180b4a55b0c4f32bc7cb,,
,,"[0.801003,0.645568]",
,ce46ac4388d138672f26d32b47926993,,
Sankethleft,,,
,,"[0.488776,0.774930]",
,e1b0a3a3df834cacf74cdd42cf217472,,
,,"[0.474451,0.818292]",
,0a037eea6311ebe4d56cc06dd9a56d32,,
,,"[0.361224,0.776678]",
,cdbb2fd181c9caba5872af50f2a7031c,,
,,"[0.548028,0.819215]",
,4382aec451a5416a83f1d7355ffec05f,,
,,"[0.608627,0.834121]",
,67b0c907b785468d9adf9d55eba05a53,,
,,"[0.570386,0.841608]",
,43ee8d62586fd616e880779137ff7239,,
,,"[0.638157,0.801920]",
,f616b8f17c17932aef034f5b29a35033,,
,,"[0.534515,0.850791]",
,75f37064222099b1e3af841894a4925e,,
,,"[0.683357,0.818649]",
,3680ce7b7ea1356b0dcbf3fc371ce1c3,,
,,"[0.528076,0.804234]",
,546938365a6cd674002eb706dae1ebf3,,
,,"[0.575147,0.784036]",
,fda5b1366c0fa07f548c040838c38219,,
,,"[0.569528,0.784939]",
,a7c09fbfeeaec2ec67be8efbb48756b0,,
,,"[0.515917,0.806374]",
,128af572262423468d40d2410ddab058,,
,,"[0.526415,0.880222]",
,adcef047fb9b813f8905e79f6cd642e2,,
Sankethright,,,
,,"[2.117160,0.878970]",
,0be44dbb8b1732305320383b2c6dde58,,
,,"[1.382310,0.778199]",
,07e71facc6bdf4b1e6689cc81040c9be,,
,,"[1.878847,0.811184]",
,2636eef4ac2b0d750ea9a38be44305bc,,
,,"[2.044719,0.885207]",
,dae627525c4a8e059e06c7c76b922ba3,,
,,"[2.174707,0.810013]",
,376406f0a51a562cff492a5e09fbef7a,,
,,"[1.747038,0.889961]",
,5ce49e37e41e0ce7799e0d340146c5df,,
,,"[1.834168,0.880771]",
,b8dbb349ac048d80c66402c4e3820283,,
,,"[1.733355,0.836659]",
,7543beeff06d6294040229b1371e60cf,,
,,"[1.662729,0.769708]",
,826219e3024079e9502f96d5a5c25520,,
Sankethstraight,,,
,,"[1.020359,0.844566]",
,945026073330fe997c662e57c9b9d501,,
,,"[0.904356,0.875316]",
,932bdd212c90c1a71dcbbb84a68ab795,,
,,"[0.882027,0.746027]",
,bc4c6d48ca8eba5e4093f6a2f9ee325e,,
,,"[0.933516,0.856790]",
,d4b7a83e1ac449af76c8cad0d94be939,,
,,"[0.973181,0.771728]",
,2965cefb70da25a505f6ffaba30f3d13,,
,,"[0.933266,0.896128]",
,112bceddf71502484fb36e058657ec1d,,
,,"[1.041960,0.778274]",
,14803a4373b74286ebdfb25bf4244f15,,
,,"[0.975740,0.839319]",
,6a52e407d829574c73ad01990f37d6b0,,
,,"[0.984866,0.886595]",
,e2a602bd8cef9e70522ece76246a1441,,
,,"[0.920937,0.747311]",
,8495799ed4be0a1361e131ee0c1cd5f7,,
,,"[0.854975,0.809953]",
,0f259249fe4bdf29927969cf79069628,,
,,"[0.984465,0.785699]",
,f7b04f52b2d5b6106dc75f5b601fd6e3,,
Sankethtop,,,
,,"[1.128658,0.999129]",
,51393cc755a2871dddb6db0f16fad2ec,,
,,"[1.134494,1.079484]",
,004baaf98c951b1d958e5e6c9a904631,,
,,"[1.215007,1.120487]",
,ef0a8618f3b03635c899ca77435793ad,,
,,"[1.221747,1.013207]",
,b38bbea246cc5621d2b6aec09b50c4de,,
,,"[1.078134,1.125310]",
,eda5891628d07a59ffe8a6d0718a1f89,,
,,"[1.096655,1.038306]",
,78414957e87cfe35ca00436c88e0954a,,
,,"[1.018356,0.894430]",
,33287b70368410f7d243617c786b358c,,
,,"[1.066211,1.060254]",
,ea57ed734f7363d2a0ec12b7de58fcc4,,
,,"[1.161516,1.038387]",
,bb21f669853f9aa0e6e841c25abecb58,,
bharathbottom,,,
,,"[0.821005,0.520215]",
,3b249e4efd4a2c0e750997dfd087dab4,,
,,"[0.953192,0.488679]",
,0bf6d6fefe9e10d6bf2ba177495bb634,,
,,"[0.921223,0.486531]",
,d924e3a4bd5b98483b997e13be21d783,,
,,"[0.931252,0.530233]",
,6258558e8ff3da6a4abc45ea50eb4c1f,,
,,"[0.942163,0.541552]",
,39e086262eaa5d01077c081f785f3bad,,
,,"[0.885461,0.554081]",
,088a33a567ac8f1826269a7a68961e84,,
,,"[0.980908,0.538353]",
,d01db0fd23b254a9b6538611c84914bd,,
,,"[0.884743,0.533312]",
,97df8e84897654cc03faf95da9ea955a,,
,,"[0.959849,0.606906]",
,66d9a3762821943a67902722ff72552e,,
,,"[0.899369,0.461343]",
,2b390c1c4ca88cd0dd4584230cb31e05,,
,,"[0.933986,0.482496]",
,9dd16c6c9a014f546db0686aecb330e2,,
bharathdown,,,
,,"[0.887645,0.585814]",
,520388a232ee5e35265ad677de550557,,
,,"[0.973209,0.554771]",
,a350f5a3116ee6d487df89b80388f06e,,
,,"[0.938636,0.602855]",
,f1eb8ae2a71d43e433a97eca96b95c58,,
,,"[0.893866,0.611906]",
,9e84045e1c19b3bcc9b5002b5997b868,,
bharathleft,,,
,,"[0.443492,0.637651]",
,06a2be9304744e026ffde571f2491543,,
,,"[0.378385,0.667921]",
,dfae4be7ad8e3a7c3dbc144dc43cf0da,,
,,"[0.662875,0.652746]",
,bd050e8a360683f280f795e32194c8be,,
,,"[0.677534,0.643830]",
,243a8ba8f4efe0093baade67d9a129b9,,
,,"[0.705492,0.640218]",
,8cf47c02f7a8baf31e12a1dcc3e87ab5,,
,,"[0.626820,0.615326]",
,36970d3800c9c3788748ba7c1bce9893,,
,,"[0.425263,0.631084]",
,eeb9049924bdec864654cd4c130f90f7,,
,,"[0.431155,0.655766]",
,3b443159b148af8adf9b009dfbcc9a5c,,
,,"[0.703218,0.608302]",
,6a2443d0b68972a912ff7bdf1984c988,,
,,"[0.654813,0.635972]",
,b657ed7aab4c3410eb16984c720711fa,,
,,"[0.466390,0.625053]",
,bf0624f93416d677273b1f898e6b6516,,
,,"[0.501405,0.647656]",
,194a6dcb51493a4253bf22a662cb96f8,,
,,"[0.750867,0.665746]",
,b8586f79b13a84be45a6dfd4e7c26b3e,,
,,"[0.443810,0.634013]",
,c6dba87b34b46c32d2788203cf270578,,
,,"[0.672000,0.653205]",
,789353d9ab90b063721690244050a727,,
,,"[0.736269,0.629760]",
,dd7a8f6645eb4d333664fc900b1b276d,,
bharathright,,,
,,"[1.712569,0.713735]",
,5265e36d2cf241a4a0e56dafabf0e17a,,
,,"[2.746312,0.701413]",
,60fd90048fea5e533a082c1a7518af36,,
,,"[0.569767,0.662781]",
,728e5da207adbcb118830f3fca0071ab,,
,,"[2.424690,0.713197]",
,fbff35add39e8740c6c97afee688ed62,,
,,"[2.961261,0.678256]",
,825ab681ba7a2f4c03cef3977c72e3ae,,
,,"[2.616520,0.716844]",
,7e64a4a0fe7e68df3b181ff56fc7fe1e,,
,,"[2.865987,0.623170]",
,1530ec270485e7681a71d67992ee6ce9,,
,,"[2.396182,0.620900]",
,b3728225132da77ec0e1765090bac1e2,,
,,"[3.093776,0.692641]",
,a1df68c90d5aaac3bc4b4c7500124fe3,,
,,"[2.267024,0.657646]",
,34b94909ffafda1b47e56053110092a8,,
,,"[2.330899,0.708552]",
,124331045aaa92d4e80581e6374f34b0,,
,,"[0.605936,0.643823]",
,f9e0be72006bc139f43be90b57334020,,
,,"[2.261237,0.684129]",
,bfcb34b5cb963aaa6370c8032fc6752b,,
,,"[4.304810,0.683794]",
,2513ec3be7cfd0722b8840047b01c299,,
,,"[3.479182,0.677249]",
,8d93235759a17b9c8fb51456b4dc9333,,
,,"[1.418115,0.689362]",
,cff3e0d7d83fe7ba6f387b5969a7cfd9,,
,,"[0.545056,0.644554]",
,88c0bdca1eb3df4859aa8b0b9e76cf21,,
,,"[0.507060,0.669520]",
,983f8330616c68af287459f5173762d5,,
bharathstraight,,,
,,"[1.042409,0.693069]",
,f7c788a314a1235b5c31855636b0aad1,,
,,"[1.050915,0.733626]",
,d4dc471186d41502c68f02ef1517870b,,
,,"[0.974076,0.709774]",
,9e790083d4ae607e645726950379eefb,,
,,"[1.010504,0.681692]",
,9df502e8ead4a417c4abc32d6cfb76aa,,
,,"[0.930079,0.684360]",
,ea367bb3958b922e78f61c6f7787dda7,,
,,"[0.979734,0.679083]",
,a0432170959ba874a890eda0a1372002,,
,,"[1.018818,0.806220]",
,e6101f83ead27a42201759397f353f9e,,
,,"[0.992592,0.687360]",
,db0a65d6dc5859c2f0cf27c0bca2d91c,,
,,"[1.050380,0.831864]",
,fcdd68e4258cb80c7304c3a01769a0e1,,
,,"[0.991677,0.663530]",
,a5df68637054baf4a7ab7fbf9725b1b5,,
,,"[1.031579,0.677341]",
,e53fa68e4729437886409b54f1836044,,
,,"[1.012799,0.726285]",
,218bcee54a2e3f6df9722e8a0890cb8b,,
,,"[1.057770,0.716727]",
,c53d337326e4473bc82a062b6503f994,,
,,"[0.954355,0.708295]",
,962d9cad40c4ff70740c2dd51c88657e,,
,,"[1.027762,0.646507]",
,bc891c9c307611ca80b9c91829bacdab,,
,,"[1.021058,0.677090]",
,d3ff1df0928475350adca362c570d7fd,,
,,"[0.987535,0.674163]",
,c1d21184f9cd89c50b722793e1ca2fda,,
,,"[0.993493,0.770707]",
,cd313990e90ff21024734e86bb074cb3,,
,,"[1.001094,0.688224]",
,5660f6b14e5b2afc26d7101ccd1bf261,,
,,"[0.974692,0.750737]",
,977f742aae4a67350ccfa3a8bc408ac5,,
,,"[0.986046,0.647830]",
,bedfad74230e0a57f33cdeb8cb295063,,
,,"[1.024497,0.691433]",
,04a1f280b7d904458cabbfa272fcf4b4,,
,,"[1.021153,0.648756]",
,00ec52a03824397bde7b8c3fee6ce188,,
,,"[0.991627,0.698236]",
,7ab9f3bacf46c7d131bc1fea6866a624,,
,,"[1.007750,0.678715]",
,0e2fc25076e43ef3870c21ca5bfd4ebb,,
,,"[1.010780,0.682330]",
,dd2c6e39148eb48085d63a68afcc0981,,
,,"[0.991448,0.644429]",
,527347e9a166e8e1eca32cada78306d5,,
,,"[1.016771,0.680031]",
,9179af35d96af4afbb927c446650ef6e,,
,,"[1.015153,0.661202]",
,6c6823e509b371d2e0e3cd04ddadcf07,,
bharathtop,,,
,,"[1.074317,1.039758]",
,20fc68bf9759fb8d3670dcaa14cc8a8a,,
,,"[0.971898,0.969592]",
,56ad18b8105eb7fb5a41983f604a8876,,
,,"[0.984550,0.743965]",
,650ff82f51ee9efbeb2e641118baf105,,
,,"[1.006480,0.907238]",
,b4af7c6acfeef897969663f2a59f1528,,
,,"[0.997771,0.916883]",
,d88fe02a82f1206ce85699130cf8601f,,
,,"[1.045176,0.893784]",
,472bc3f6f4893bf4f6590be4dde6b2bb,,
,,"[0.974341,0.897282]",
,e21bc777e9e583a3ad52c32b320a558c,,
,,"[1.031578,0.692212]",
,f5feabd142d51f87e75ba368348b7290,,
,,"[1.075027,0.925319]",
,6f189463b40d45c1971854d8e7eb4db0,,
,,"[1.041229,0.748148]",
,7de53f7aabea6b4a711726d9f158bff0,,
,,"[1.013974,0.945616]",
